sl_no,slide_no,latitude,longitude,source_record,year,state,event_date_raw,event_date,movement_type,district,elevation_m,slope_deg,aspect_deg,historical_landslide_count,unique_landslide_locations,aspect_sin,aspect_cos
182,ASM/DH/83G4/2016/14,25.163444,93.023167,"182 ASM/DH/83G4/2016/14 Assam Dima Hasao Songpiang-2 Songpiang village, Haflong 25.163444 93.023167 Debris Slide 2016",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
184,ASM/DH/83G4/2016/13,25.165639,93.025444,"184 ASM/DH/83G4/2016/13 Assam Dima Hasao Songpiang-1 Songpiang village, Haflong 25.165639 93.025444 Debris Slide 2016",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
189,ASM/DH/83G4/2016/12,25.171889,93.003944,"189 ASM/DH/83G4/2016/12 Assam Dima Hasao Huonveng, N.D Raji-3 N.D Raji (Hmar)village, Haflong 25.171889 93.003944 Debris Slide 2016",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
190,ASM/DH/83G4/2016/11,25.175056,93.020417,"190 ASM/DH/83G4/2016/11 Assam Dima Hasao N.D Raji (Hamar)-2 N.D Raji (Hamar)village, Haflong25.175056 93.020417 Debris Slide 2016",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
191,ASM/DH/83G4/2016/10,25.175972,93.020167,"191 ASM/DH/83G4/2016/10 Assam Dima Hasao N.D Raji.-1 N.D Raji village, Haflong 25.175972 93.020167 Debris Slide 2016",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
192,ASM/DH/83G4/2016/23,25.176389,93.116139,192 ASM/DH/83G4/2016/23 Assam Dima Hasao Mahur Mahur 25.176389 93.116139 Debris Slide 2016,2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
193,ASM/DH/83G4/2016/08,25.176917,93.026556,"193 ASM/DH/83G4/2016/08 Assam Dima Hasao Khongsai slide- 2 Khongsai village, Haflong 25.176917 93.026556 Earth Slide 2014",2016.0,Assam,,,Earth Slide,Dima Hasao,,,,290.0,290.0,,
194,ASM/DH/83G4/2016/09,25.177028,93.020889,"194 ASM/DH/83G4/2016/09 Assam Dima Hasao Muolhoi /Gilgal Muolhoi /Gilgal village, Haflong 25.177028 93.020889 Earth Slide 2016",2016.0,Assam,,,Earth Slide,Dima Hasao,,,,290.0,290.0,,
195,ASM/DH/83G4/2016/05,25.1775,93.026222,"195 ASM/DH/83G4/2016/05 Assam Dima Hasao Khongsai slide-1 Khongsai village, Haflong 25.1775 93.026222 Earth Slide 2014",2016.0,Assam,,,Earth Slide,Dima Hasao,,,,290.0,290.0,,
196,ASM/DH/83G4/2016/01,25.179861,93.070778,"196 ASM/DH/83G4/2016/01 Assam Dima Hasao Migrendisa slide Near Migrendisa Railway 25.179861 93.070778 Debris Slide 2016 Station, Migrendisa",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
201,ASM/DH/83G4/2016/20,25.184528,93.125639,"201 ASM/DH/83G4/2016/20 Assam Dima Hasao Newngalsong Newngalsong village, Mahur 25.184528 93.125639 Debris Slide 2016",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
203,ASM/DH/83G4/2016/21,25.18725,93.120556,"203 ASM/DH/83G4/2016/21 Assam Dima Hasao Heuwangaberam-2 Heuwangaberam village, Mahur 25.18725 93.120556 Debris Slide 2016",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
205,ASM/DH/83G4/2016/41,25.188444,93.019667,"205 ASM/DH/83G4/2016/41 Assam Dima Hasao Lower Haflong slide (Haflong – Haflong – Gunjung road section, 25.188444 93.019667 Rock cum Debris Slide 2016 Gunjung road-12) Lower Haflong",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
208,ASM/DH/83G4/2016/53,25.189556,93.096417,"208 ASM/DH/83G4/2016/53 Assam Dima Hasao Mahur railway station slide Mahur railway station, Haflong 25.189556 93.096417 Debris Slide 2016",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
214,ASM/DH/83G4/2016/22,25.193083,93.120417,"214 ASM/DH/83G4/2016/22 Assam Dima Hasao Heuwangaberam-3 Heuwangaberam village, Mahur 25.193083 93.120417 Earth Slide 2016",2016.0,Assam,,,Earth Slide,Dima Hasao,,,,290.0,290.0,,
215,ASM/DH/83G4/2016/40,25.196694,93.018583,"215 ASM/DH/83G4/2016/40 Assam Dima Hasao Lungkok slide (Haflong – Gunjung road-Haflong – Gunjung road section, 25.196694 93.018583 Rock cum Debris Slide 2016 11) Lungkok village, Lower Haflong",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
216,ASM/DH/83G4/2016/39,25.199722,93.016722,216 ASM/DH/83G4/2016/39 Assam Dima Hasao Haflong-Gunjung road section slide-10Lower Haflong 25.199722 93.016722 Debris Slide 2016,2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
221,ASM/DH/83G4/2016/54,25.204556,93.138889,"221 ASM/DH/83G4/2016/54 Assam Dima Hasao Phaiding slide Phaiding, Haflong 25.204556 93.138889 Debris Slide 2016",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
224,ASM/DH/83G4/2016/07,25.205528,93.020139,224 ASM/DH/83G4/2016/07 Assam Dima Hasao Haflong – Gunjung slide-1 Near Gunjung village road 25.205528 93.020139 Rock cum Debris Slide 2016 section,2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
226,ASM/DH/83G4/2016/03,25.207389,93.122778,"226 ASM/DH/83G4/2016/03 Assam Dima Hasao Heuwangberam subsidence zone-1 NH 54, Heuwangberam 25.207389 93.122778 Debris Subsidence 2016",2016.0,Assam,,,,Dima Hasao,,,,290.0,290.0,,
231,ASM/DH/83G4/2016/36,25.214944,93.021611,231 ASM/DH/83G4/2016/36 Assam Dima Hasao Haflong – Gunjung road section slide- Near Gunjung village road 25.214944 93.021611 Debris Slide 2016 07,2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
232,AS/DIM/83C16/2017/05,25.216881,92.982245,232 AS/DIM/83C16/2017/05 Assam Dima Hasao Robi Nala Slide MichiduiHaflong road 25.216881 92.982245 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,664.51953125,8.085063490526418,105.81213861598816,290.0,290.0,0.9621602869648878,-0.2724840952930003
233,ASM/DH/83G4/2016/38,25.216944,93.011361,"233 ASM/DH/83G4/2016/38 Assam Dima Hasao Haflong – Gunjung road section slide- Haflong town, Dima Hasao 25.216944 93.011361 Rock cum Debris Slide 2016 09",2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
234,ASM/DH/83G4/2016/37,25.2185,93.013111,234 ASM/DH/83G4/2016/37 Assam Dima Hasao Haflong – Gunjung road section slide- Near Gunjung village road 25.2185 93.013111 Debris Slide 2016,2016.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
242,AS/DH/83G04/2018/003,25.224278,93.222861,"242 AS/DH/83G04/2018/003 Assam Dima Hasao Phiding slide Near Phiding Railway Station. 25.224278 93.222861 Debris Slide 14 June 2018 Between Mahur and Phiding RS, NFR.",2018.0,Assam,14 June 2018,2018-06-14,Debris Slide,Dima Hasao,,,,290.0,290.0,,
243,AS/NC/83G04/2009-10/AS-6,25.229556,93.1556,243 AS/NC/83G04/2009-10/AS-6 Assam Dima Hasao Mahur-Wadringdisa slide 25.229556 93.1556 Debris Slide 02 April 2010,2009.0,Assam,02 April 2010,2010-04-02,Debris Slide,Dima Hasao,,,,290.0,290.0,,
246,AS/DIM/83C16/2018/26,25.238045,92.801279,246 AS/DIM/83C16/2018/26 Assam Dima Hasao Kalimkhu Kalimkhu (MauldemNew 25.238045 92.801279 Soil Slide NA Sangbar road),2018.0,Assam,,,Slide,Dima Hasao,1273.7335205078125,10.585867478800225,129.2969275165484,290.0,290.0,0.773874173633022,-0.6333393745724383
251,ASM/DIM/83C15/2017/03,25.257696,92.809603,251 ASM/DIM/83C15/2017/03 Assam Dima Hasao Kobak Slide. New Sangbar_ Kobak District 25.257696 92.809603 Earth Slide NA Road.,2017.0,Assam,,,Earth Slide,Dima Hasao,1173.8978271484375,10.447326678034932,74.1187076202246,290.0,290.0,0.9618307085889052,0.2736451863551862
252,AS/DIM/83G07/2017/65,25.263528,93.390611,252 AS/DIM/83G07/2017/65 Assam Dima Hasao Thingje–Hereilo slide No.1 Thingje–Hereilo road section 25.263528 93.390611 Rock Slide NA,2017.0,Assam,,,Rock Slide,Dima Hasao,,,,290.0,290.0,,
253,AS/DIM/83G07/2017/66,25.264056,93.409528,253 AS/DIM/83G07/2017/66 Assam Dima Hasao Thingje–Hereilo slide No.2 Thingje–Hereilo road section 25.264056 93.409528 Rock cum debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
254,AS/DIM/83G07/2017/27,25.278472,93.252972,254 AS/DIM/83G07/2017/27 Assam Dima Hasao Guilong–Semkhor slide No.1 Guilong–Semkhor road section 25.278472 93.252972 Rock cum debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
255,AS/DIM/83G07/2017/28,25.278917,93.253194,255 AS/DIM/83G07/2017/28 Assam Dima Hasao Guilong–Semkhor slide No.2 Guilong–Semkhor road section 25.278917 93.253194 Rock cum debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
256,AS/DIM/83G07/2017/29,25.282861,93.296111,256 AS/DIM/83G07/2017/29 Assam Dima Hasao Guilong–Semkhor slide No.3 Guilong–Semkhor road section. 25.282861 93.296111 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
257,ASM/DIM/83C15/2017/04,25.290089,92.799175,257 ASM/DIM/83C15/2017/04 Assam Dima Hasao Kobak New Sangbar-Kobak Road 25.290089 92.799175 Debris cum earth Slide NA,2017.0,Assam,,,Earth Slide,Dima Hasao,1083.6204833984375,16.8747051881362,261.41690297160784,290.0,290.0,-0.9888004528161488,-0.14924364144103
258,AS/DIM/83G07/2017/5,25.308028,93.471028,258 AS/DIM/83G07/2017/5 Assam Dima Hasao Nchen–Ngaulong slide No.2 Nchen–Ngaulong road section. 25.308028 93.471028 Debris Slide NA,2017.0,Assam,,,Debris Slide,Peren,,,,47.0,47.0,,
259,AS/DIM/83G7/2017/6,25.309111,93.470694,259 AS/DIM/83G7/2017/6 Assam Dima Hasao Nchen–Ngaulong slide No.3 Nchen–Ngaulong road section. 25.309111 93.470694 Debris Slide NA,2017.0,Assam,,,Debris Slide,Peren,,,,47.0,47.0,,
260,ASM/DIM/83C15/2017/06,25.320232,92.818091,260 ASM/DIM/83C15/2017/06 Assam Dima Hasao Vaitongsip New Sangbar-Kobak road 25.320232 92.818091 Earth Slide NA,2017.0,Assam,,,Earth Slide,Dima Hasao,1012.8746948242188,6.353407457825331,136.19802021174206,290.0,290.0,0.6921681130328025,-0.7217363114743567
261,ASM/DIM/83C15/2017/05,25.323731,92.80751,261 ASM/DIM/83C15/2017/05 Assam Dima Hasao Vaitongsip New Sangbar-Kobak Road 25.323731 92.80751 Earth Slide NA,2017.0,Assam,,,Earth Slide,Dima Hasao,1059.4420166015625,8.70666176121737,330.8604312602581,290.0,290.0,-0.4869386956823915,0.8734361491529483
262,AS/DIM/83G07/2017/64,25.328139,93.334056,262 AS/DIM/83G07/2017/64 Assam Dima Hasao Digarkaro Phaipha Slide No.2 Digarkaro–Phaipha road 25.328139 93.334056 Rock cum debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
263,AS/DIM/83G07/2017/63,25.332083,93.334639,263 AS/DIM/83G07/2017/63 Assam Dima Hasao Digarkaro–Phaipha Slide No.1 Digarkaro–Phaipha road 25.332083 93.334639 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
264,ASM/DIM/83C15/2017/10,25.336054,92.82053,264 ASM/DIM/83C15/2017/10 Assam Dima Hasao Vaitongsip Slide Vaitongsip village 25.336054 92.82053 Earth Slide NA,2017.0,Assam,,,Earth Slide,Dima Hasao,1016.1503295898438,15.702696080254926,80.30833821488989,290.0,290.0,0.985727978792836,0.1683459290419289
265,AS/DIM/83G07/2017/19,25.362583,93.257722,265 AS/DIM/83G07/2017/19 Assam Dima Hasao Nutan Hajong–Nablaidisa slide No.1 Nutan Hajong–Nablaidisa road 25.362583 93.257722 Debris Slide NA section,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
266,AS/DIM/83G07/2017/20,25.369972,93.260306,266 AS/DIM/83G07/2017/20 Assam Dima Hasao Nutan Hajong–Nablaidisa slide No.2 Nutan Hajong–Nablaidisa road 25.369972 93.260306 Rock cum debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
268,AS/DIM/83G07/2017/44,25.394111,93.410417,268 AS/DIM/83G07/2017/44 Assam Dima Hasao Kepre Tongikro Mongjang slide No.13 Approx. 500 m NW of 25.394111 93.410417 Rock cum debris Slide NA Mongjang.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
269,ASM/DIM/83C15/2017/14,25.395431,92.990267,269 ASM/DIM/83C15/2017/14 Assam Dima Hasao Gunjang Slide South to Dehangi (Gunjang- 25.395431 92.990267 Earth Slide NA Haflong road),2017.0,Assam,,,Earth Slide,Dima Hasao,390.76470947265625,27.57829417744067,42.08510331239256,290.0,290.0,0.6702336853676408,0.7421501243000032
270,AS/DIM/83G07/2017/30,25.398083,93.297528,270 AS/DIM/83G07/2017/30 Assam Dima Hasao Nobdi Langting–Phath slide. Nobdi Langting–Phath road 25.398083 93.297528 Soil Slide NA section,2017.0,Assam,,,Slide,Dima Hasao,,,,290.0,290.0,,
271,AS/DIM/83G07/2017/43,25.402333,93.407583,271 AS/DIM/83G07/2017/43 Assam Dima Hasao Kepre Tongikro Mongjang slide No.12 Kepre Tongikro Mongjang road 25.402333 93.407583 Soil Slide NA section.,2017.0,Assam,,,Slide,Dima Hasao,,,,290.0,290.0,,
272,AS/DIM/83G07/2017/41,25.402472,93.390444,272 AS/DIM/83G07/2017/41 Assam Dima Hasao Kepre Tongikro Mongjang slide No.10 Kepre Tongikro Mongjang road 25.402472 93.390444 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
273,AS/DIM/83G07/2017/42,25.4025,93.392194,273 AS/DIM/83G07/2017/42 Assam Dima Hasao Kepre Tongikro Mongjang slide No.11 Kepre Tongikro Mongjang road 25.4025 93.392194 Soil Slide NA section.,2017.0,Assam,,,Slide,Dima Hasao,,,,290.0,290.0,,
277,ASM/DIM/83C15/2017/02,25.40837,92.82826,277 ASM/DIM/83C15/2017/02 Assam Dima Hasao Bagha Slide Umrangso_Dehangi Highway 25.40837 92.82826 Rock Slide NA,2017.0,Assam,,,Rock Slide,Dima Hasao,891.192138671875,34.05402452252435,132.72186852687258,290.0,290.0,0.7346557031373608,-0.6784401210480921
278,AS/DIM/83G07/2017/21,25.408497,93.283436,278 AS/DIM/83G07/2017/21 Assam Dima Hasao Digar nala slide No.1 Nablaidisa–Nobdi Langting road 25.408497 93.283436 Soil Slide NA section,2017.0,Assam,,,Slide,Dima Hasao,,,,290.0,290.0,,
280,AS/DIM/83G07/2017/23,25.416056,93.284222,280 AS/DIM/83G07/2017/23 Assam Dima Hasao Digar nala slide No.3 Nobdi Langting–Darangbra road 25.416056 93.284222 Soil Slide NA section.,2017.0,Assam,,,Slide,Dima Hasao,,,,290.0,290.0,,
281,ASM/DIM/83C15/2017/13,25.41616,92.778653,"281 ASM/DIM/83C15/2017/13 Assam Dima Hasao Sericulture farm slide. Near Sericulture, Dehangi- 25.41616 92.778653 Debris cum earth Slide NA Umrangso road",2017.0,Assam,,,Earth Slide,Dima Hasao,955.35986328125,7.052045657313497,294.25532608655385,290.0,290.0,-0.9117238601387812,0.410803606183831
282,ASM/DH/83G4/2016/04,25.417333,93.129083,"282 ASM/DH/83G4/2016/04 Assam Dima Hasao Mupa-Langting RF Rock slide NH 54, Mupa – Langting 25.417333 93.129083 Rock Slide 2015 Reserved Forest",2016.0,Assam,,,Rock Slide,Dima Hasao,,,,290.0,290.0,,
283,AS/DIM/83G07/2017/39,25.417528,93.372528,283 AS/DIM/83G07/2017/39 Assam Dima Hasao Kepre Tongikro Mongjang slide No.8 Kepre Tongikro Mongjang road 25.417528 93.372528 Soil Slide NA section.,2017.0,Assam,,,Slide,Dima Hasao,,,,290.0,290.0,,
285,AS/DIM/83G07/2017/38,25.420278,93.371306,285 AS/DIM/83G07/2017/38 Assam Dima Hasao Kepre Tongikro Mongjang slide No.7 Kepre Tongikro Mongjang road 25.420278 93.371306 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
286,AS/DIM/83G07/2017/37,25.420806,93.371056,286 AS/DIM/83G07/2017/37 Assam Dima Hasao Kepre Tongikro Mongjang slide No.6 Kepre Tongikro Mongjang road 25.420806 93.371056 Rock Fall NA section.,2017.0,Assam,,,Rock Fall,Dima Hasao,,,,290.0,290.0,,
287,AS/DIM/83G07/2017/36,25.421333,93.370361,287 AS/DIM/83G07/2017/36 Assam Dima Hasao Dongki nala slide. Kepre Tongikro Mongjang road 25.421333 93.370361 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
288,ASM/DIM/83C15/2017/09,25.422535,92.989119,288 ASM/DIM/83C15/2017/09 Assam Dima Hasao Dehangi Slide Near Dehangi village 25.422535 92.989119 Debris cum earth Slide NA,2017.0,Assam,,,Earth Slide,Dima Hasao,202.13211059570312,15.13948229319346,87.18086338457016,290.0,290.0,0.9987897659573772,0.0491833652651738
289,ASM/DIM/83C15/2017/01,25.423438,92.985022,289 ASM/DIM/83C15/2017/01 Assam Dima Hasao Dehangi Slide Umrangso_Dehangi Highway 25.423438 92.985022 Debris cum earth Slide NA,2017.0,Assam,,,Earth Slide,Dima Hasao,250.0615234375,20.4738021828936,212.627731520466,290.0,290.0,-0.5391784741843642,-0.8421915298649238
290,AS/DIM/83G07/2017/35,25.423806,93.369722,290 AS/DIM/83G07/2017/35 Assam Dima Hasao Kepre Tongikro Mongjang slide No.5 Kepre Tongikro Mongjang road 25.423806 93.369722 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
291,AS/DIM/83G07/2017/34,25.423861,93.369417,291 AS/DIM/83G07/2017/34 Assam Dima Hasao Kepre Tongikro Mongjang slide No.4 Kepre Tongikro Mongjang road 25.423861 93.369417 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
293,AS/DIM/83G07/2017/32,25.4255,93.363944,293 AS/DIM/83G07/2017/32 Assam Dima Hasao Kepre Tongikro Mongjang slide No.2 Kepre Tongikro Mongjang road 25.4255 93.363944 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
294,AS/DIM/83G07/2017/33,25.425611,93.364444,294 AS/DIM/83G07/2017/33 Assam Dima Hasao Kepre Tongikro Mongjang slide No.3 Kepre Tongikro Mongjang road 25.425611 93.364444 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
295,AS/DIM/83G07/2017/24,25.428597,93.312597,295 AS/DIM/83G07/2017/24 Assam Dima Hasao Darangibra–Kepre slide No.1 Darangibra–Kepre road section. 25.428597 93.312597 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
296,AS/DIM/83G07/2017/25,25.433903,93.328944,296 AS/DIM/83G07/2017/25 Assam Dima Hasao NE of Darangibra slide. Approx. 3.5 km NE of 25.433903 93.328944 Debris Slide NA Darangibra.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
297,ASM/DIM/83C15/2017/12,25.434031,92.885056,297 ASM/DIM/83C15/2017/12 Assam Dima Hasao Baigaon Slide Near Baigaon village 25.434031 92.885056 Debris cum earth Slide NA,2017.0,Assam,,,Earth Slide,Dima Hasao,632.99755859375,10.963693664822086,77.93144065826885,290.0,290.0,0.9778981162586138,0.20908197965835
298,AS/DIM/83G07/2017/61,25.435639,93.405944,298 AS/DIM/83G07/2017/61 Assam Dima Hasao Sengya Sambhudhan school slide No.2Approx. 500 m south of Sengya 25.435639 93.405944 Debris Slide NA Sambhudhan school,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
299,AS/DIM/83G07/2017/8,25.435917,93.455944,299 AS/DIM/83G07/2017/8 Assam Dima Hasao New Nkio–Phaikulum slide No.2. New Nkio–Phaikulum road 25.435917 93.455944 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
300,AS/DIM/83G07/2017/55,25.4365,93.402333,300 AS/DIM/83G07/2017/55 Assam Dima Hasao Daoblibdisa market slide No.1 Near Daoblibdisa market 25.4365 93.402333 Soil Slide NA,2017.0,Assam,,,Slide,Dima Hasao,,,,290.0,290.0,,
301,AS/DIM/83G07/2017/60,25.436528,93.4065,301 AS/DIM/83G07/2017/60 Assam Dima Hasao Sengya Sambhudhan school slide No.1Approx. 500 m south of Sengya 25.436528 93.4065 Debris Slide NA Sambhudhan school,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
302,AS/DIM/83G07/2017/62,25.436639,93.405917,302 AS/DIM/83G07/2017/62 Assam Dima Hasao Sengya Sambhudhan school slide No.3Approx. 500 m south of sengya 25.436639 93.405917 Debris Slide NA Sambhudhan school,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
303,AS/DIM/83G07/2017/56,25.436694,93.402944,303 AS/DIM/83G07/2017/56 Assam Dima Hasao Daoblibdisa market slide No.2 Near Daoblibdisa market 25.436694 93.402944 Soil Slide NA,2017.0,Assam,,,Slide,Dima Hasao,,,,290.0,290.0,,
304,AS/DIM/83G07/2017/58,25.436861,93.404583,304 AS/DIM/83G07/2017/58 Assam Dima Hasao Daoblibdisa market slide No.4 Near Daoblibdisa market 25.436861 93.404583 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
305,AS/DIM/83G07/2017/2,25.436972,93.454111,305 AS/DIM/83G07/2017/2 Assam Dima Hasao New Nkio–Phaikulum slide No.1. New Nkio–Phaikulum road 25.436972 93.454111 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
306,AS/DIM/83G07/2017/57,25.437111,93.403639,306 AS/DIM/83G07/2017/57 Assam Dima Hasao Daoblibdisa market slide No.3 Near Daoblibdisa market 25.437111 93.403639 Soil Slide NA,2017.0,Assam,,,Slide,Dima Hasao,,,,290.0,290.0,,
307,AS/DIM/83G07/2017/59,25.4375,93.404444,307 AS/DIM/83G07/2017/59 Assam Dima Hasao Daoblibdisa market slide No.5 Near Daoblibdisa market 25.4375 93.404444 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
308,AS/DIM/83G07/2017/67,25.437722,93.349889,"308 AS/DIM/83G07/2017/67 Assam Dima Hasao Greenwood school compound Slide. Greenwood school compound, 25.437722 93.349889 Soil Slide NA Khepre.",2017.0,Assam,,,Slide,Dima Hasao,,,,290.0,290.0,,
309,AS/DIM/83G07/2017/31,25.438694,93.362583,309 AS/DIM/83G07/2017/31 Assam Dima Hasao Kepre Tongikro Mongjang slide No.1 Kepre Tongikro Mongjang road 25.438694 93.362583 Debris Slide NA section.,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
310,ASM/DIM/83C15/2017/08,25.438723,92.912025,310 ASM/DIM/83C15/2017/08 Assam Dima Hasao Amardisa Slide Near Amardisa village 25.438723 92.912025 Earth Slide NA,2017.0,Assam,,,Earth Slide,Dima Hasao,565.8912353515625,28.71490997133407,323.142343535116,290.0,290.0,-0.5998290671778748,0.800128171087933
311,AS/DIM/83G07/2017/26,25.439372,93.354197,311 AS/DIM/83G07/2017/26 Assam Dima Hasao Darangibra–Kepre slide No.2 Darangibra–Kepre road section. 25.439372 93.354197 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,,,,290.0,290.0,,
312,ASM/DIM/83C15/2017/11,25.441734,92.892033,312 ASM/DIM/83C15/2017/11 Assam Dima Hasao Amrudissa slide Near Amrudisa village 25.441734 92.892033 Debris cum earth Slide NA,2017.0,Assam,,,Earth Slide,Dima Hasao,616.8616333007812,15.559772698804109,317.7272234925385,290.0,290.0,-0.6726610095472934,0.7399507863600228
313,ASM/DIM/83C15/2017/15,25.441757,92.907383,313 ASM/DIM/83C15/2017/15 Assam Dima Hasao Amrudisa Slide Near Amrudisa village 25.441757 92.907383 Earth Slide NA,2017.0,Assam,,,Earth Slide,Dima Hasao,578.1907348632812,13.667850377944117,54.50296630200859,290.0,290.0,0.8141455812657635,0.5806608067585
